"Timestamp","Pressure"
47.255001,1.006991
47.305000,1.006991
47.355000,1.006991
47.404999,1.006991
47.455002,1.006991
47.505001,1.006991
47.555000,1.006991
47.605000,1.006991
47.654999,1.006991
47.705002,1.006991
47.755001,1.006991
47.805000,1.006991
47.855000,1.006991
47.904999,1.006991
47.955002,1.006991
48.005001,1.006991
48.055000,1.006991
48.105000,1.006991
48.154999,1.006991
48.205002,1.006991
48.255001,1.006991
48.305000,1.006991
48.355000,1.006991
48.404999,1.006991
48.455002,1.006991
48.505001,1.006991
48.555000,1.006991
48.605000,1.006991
48.654999,1.006991
48.705002,1.006991
48.755001,1.006991
48.805000,1.006833
48.855000,1.006833
48.904999,1.006833
48.955002,1.006833
49.005001,1.006833
49.055000,1.006833
49.105000,1.006833
49.154999,1.006833
49.205002,1.006833
49.255001,1.006833
49.305000,1.006833
49.355000,1.006833
49.404999,1.006833
49.455002,1.006833
49.505001,1.006833
49.555000,1.006833
49.605000,1.006833
49.654999,1.006833
49.705002,1.006833
49.755001,1.006833
49.805000,1.006833
49.855000,1.006833
49.904999,1.006833
49.955002,1.006833
50.005001,1.006833
50.055000,1.006833
50.105000,1.006833
50.154999,1.006833
50.205002,1.006833
50.255001,1.006833
50.305000,1.006833
50.355000,1.006833
50.404999,1.006833
50.455002,1.006833
50.505001,1.006833
50.555000,1.006833
50.605000,1.006833
50.654999,1.006833
50.705002,1.006833
50.755001,1.006833
50.805000,1.006597
50.855000,1.006597
50.904999,1.006597
50.955002,1.006597
51.005001,1.006597
51.055000,1.006597
51.105000,1.006597
51.154999,1.006597
51.205002,1.006597
51.255001,1.006597
51.305000,1.006991
51.355000,1.006991
51.404999,1.006991
51.455002,1.006991
51.505001,1.006991
51.555000,1.006991
51.605000,1.006991
51.654999,1.006991
51.705002,1.006991
51.755001,1.006991
51.805000,1.006833
51.855000,1.006833
51.904999,1.006833
51.955002,1.006833
52.005001,1.006833
52.055000,1.006833
52.105000,1.006833
52.154999,1.006833
52.205002,1.006833
52.255001,1.006833
52.305000,1.006991
52.355000,1.006991
52.404999,1.006991
52.455002,1.006991
52.505001,1.006991
52.555000,1.006991
52.605000,1.006991
52.654999,1.006991
52.705002,1.006991
52.755001,1.006991
52.805000,1.006597
52.855000,1.006597
52.904999,1.006597
52.955002,1.006597
53.005001,1.006597
53.055000,1.006597
53.105000,1.006597
53.154999,1.006597
53.205002,1.006597
53.255001,1.006597
53.305000,1.006833
53.355000,1.006833
53.404999,1.006833
53.455002,1.006833
53.505001,1.006833
53.555000,1.006833
53.605000,1.006833
53.654999,1.006833
53.705002,1.006833
53.755001,1.006833
53.805000,1.006597
53.855000,1.006597
53.904999,1.006597
53.955002,1.006597
54.005001,1.006597
54.055000,1.006597
54.105000,1.006597
54.154999,1.006597
54.205002,1.006597
54.255001,1.006597
54.305000,1.006597
54.355000,1.006597
54.404999,1.006597
54.455002,1.006597
54.505001,1.006597
54.555000,1.006597
54.605000,1.006597
54.654999,1.006597
54.705002,1.006597
54.755001,1.006597
54.805000,1.006991
54.855000,1.006991
54.904999,1.006991
54.955002,1.006991
55.005001,1.006991
55.055000,1.006991
55.105000,1.006991
55.154999,1.006991
55.205002,1.006991
55.255001,1.006991
55.305000,1.006597
55.355000,1.006597
55.404999,1.006597
55.455002,1.006597
55.505001,1.006597
55.555000,1.006597
55.605000,1.006597
55.654999,1.006597
55.705002,1.006597
55.755001,1.006597
55.805000,1.006833
55.855000,1.006833
55.904999,1.006833
55.955002,1.006833
56.005001,1.006833
56.055000,1.006833
56.105000,1.006833
56.154999,1.006833
56.205002,1.006833
56.255001,1.006833
56.305000,1.006597
56.355000,1.006597
56.404999,1.006597
56.455002,1.006597
56.505001,1.006597
56.555000,1.006597
56.605000,1.006597
56.654999,1.006597
56.705002,1.006597
56.755001,1.006597
56.805000,1.006833
56.855000,1.006833
56.904999,1.006833
56.955002,1.006833
57.005001,1.006833
57.055000,1.006833
57.105000,1.006833
57.154999,1.006833
57.205002,1.006833
57.255001,1.006833
57.305000,1.006991
57.355000,1.006991
57.404999,1.006991
57.455002,1.006991
57.505001,1.006991
57.555000,1.006991
57.605000,1.006991
57.654999,1.006991
57.705002,1.006991
57.755001,1.006991
57.805000,1.006833
57.855000,1.006833
57.904999,1.006833
57.955002,1.006833
58.005001,1.006833
58.055000,1.006833
58.105000,1.006833
58.154999,1.006833
58.205002,1.006833
58.255001,1.006833
58.305000,1.006833
58.355000,1.006833
58.404999,1.006833
58.455002,1.006833
58.505001,1.006833
58.555000,1.006833
58.605000,1.006833
58.654999,1.006833
58.705002,1.006833
58.755001,1.006833
58.805000,1.006833
58.855000,1.006833
58.904999,1.006833
58.955002,1.006833
59.005001,1.006833
59.055000,1.006833
59.105000,1.006833
59.154999,1.006833
59.205002,1.006833
59.255001,1.006833
59.305000,1.006597
59.355000,1.006597
59.404999,1.006597
59.455002,1.006597
59.505001,1.006597
59.555000,1.006597
59.605000,1.006597
59.654999,1.006597
59.705002,1.006597
59.755001,1.006597
59.805000,1.006991
59.855000,1.006991
59.904999,1.006991
59.955002,1.006991
60.005001,1.006991
60.055000,1.006991
60.105000,1.006991
60.154999,1.006991
60.205002,1.006991
60.255001,1.006991
60.305000,1.006991
60.355000,1.006991
60.404999,1.006991
60.455002,1.006991
60.505001,1.006991
60.555000,1.006991
60.605000,1.006991
60.654999,1.006991
60.705002,1.006991
60.755001,1.006991
60.805000,1.006597
60.855000,1.006597
60.904999,1.006597
60.955002,1.006597
61.005001,1.006597
61.055000,1.006597
61.105000,1.006597
61.154999,1.006597
61.205002,1.006597
61.255001,1.006597
61.305000,1.006833
61.355000,1.006833
61.404999,1.006833
61.455002,1.006833
61.505001,1.006833
61.555000,1.006833
61.605000,1.006833
61.654999,1.006833
61.705002,1.006833
61.755001,1.006833
61.805000,1.006833
61.855000,1.006833
61.904999,1.006833
61.955002,1.006833
62.005001,1.006833
62.055000,1.006833
62.105000,1.006833
62.154999,1.006833
62.205002,1.006833
62.255001,1.006833
62.305000,1.006833
62.355000,1.006833
62.404999,1.006833
62.455002,1.006833
62.505001,1.006833
62.555000,1.006833
62.605000,1.006833
62.654999,1.006833
62.705002,1.006833
62.755001,1.006833
62.805000,1.006833
62.855000,1.006833
62.904999,1.006833
62.955002,1.006833
63.005001,1.006833
63.055000,1.006833
63.105000,1.006833
63.154999,1.006833
63.205002,1.006833
63.255001,1.006833
63.305000,1.006991
63.355000,1.006991
63.404999,1.006991
63.455002,1.006991
63.505001,1.006991
63.555000,1.006991
63.605000,1.006991
63.654999,1.006991
63.705002,1.006991
63.755001,1.006991
63.805000,1.006991
63.855000,1.006991
63.904999,1.006991
63.955002,1.006991
64.004997,1.006991
64.055000,1.006991
64.105003,1.006991
64.154999,1.006991
64.205002,1.006991
64.254997,1.006991
64.305000,1.006833
64.355003,1.006833
64.404999,1.006833
64.455002,1.006833
64.504997,1.006833
64.555000,1.006833
64.605003,1.006833
64.654999,1.006833
64.705002,1.006833
64.754997,1.006833
64.805000,1.006833
64.855003,1.006833
64.904999,1.006833
64.955002,1.006833
65.004997,1.006833
65.055000,1.006833
65.105003,1.006833
65.154999,1.006833
65.205002,1.006833
65.254997,1.006833
65.305000,1.006597
65.355003,1.006597
65.404999,1.006597
65.455002,1.006597
65.504997,1.006597
65.555000,1.006597
65.605003,1.006597
65.654999,1.006597
65.705002,1.006597
65.754997,1.006597
65.805000,1.006833
65.855003,1.006833
65.904999,1.006833
65.955002,1.006833
66.004997,1.006833
66.055000,1.006833
66.105003,1.006833
66.154999,1.006833
66.205002,1.006833
66.254997,1.006833
66.305000,1.006833
66.355003,1.006833
66.404999,1.006833
66.455002,1.006833
66.504997,1.006833
66.555000,1.006833
66.605003,1.006833
66.654999,1.006833
66.705002,1.006833
66.754997,1.006833
66.805000,1.006833
66.855003,1.006833
66.904999,1.006833
66.955002,1.006833
67.004997,1.006833
67.055000,1.006833
67.105003,1.006833
67.154999,1.006833
67.205002,1.006833
67.254997,1.006833
67.305000,1.006833
67.355003,1.006833
67.404999,1.006833
67.455002,1.006833
67.504997,1.006833
67.555000,1.006833
67.605003,1.006833
67.654999,1.006833
67.705002,1.006833
67.754997,1.006833
67.805000,1.006833
67.855003,1.006833
67.904999,1.006833
67.955002,1.006833
68.004997,1.006833
68.055000,1.006833
68.105003,1.006833
68.154999,1.006833
68.205002,1.006833
68.254997,1.006833
68.305000,1.006833
68.355003,1.006833
68.404999,1.006833
68.455002,1.006833
68.504997,1.006833
68.555000,1.006833
68.605003,1.006833
68.654999,1.006833
68.705002,1.006833
68.754997,1.006833
68.805000,1.006597
68.855003,1.006597
68.904999,1.006597
68.955002,1.006597
69.004997,1.006597
69.055000,1.006597
69.105003,1.006597
69.154999,1.006597
69.205002,1.006597
69.254997,1.006597
69.305000,1.006833
69.355003,1.006833
69.404999,1.006833
69.455002,1.006833
69.504997,1.006833
69.555000,1.006833
69.605003,1.006833
69.654999,1.006833
69.705002,1.006833
69.754997,1.006833
69.805000,1.006833
69.855003,1.006833
69.904999,1.006833
69.955002,1.006833
70.004997,1.006833
70.055000,1.006833
70.105003,1.006833
70.154999,1.006833
70.205002,1.006833
70.254997,1.006833
70.305000,1.006833
70.355003,1.006833
70.404999,1.006833
70.455002,1.006833
70.504997,1.006833
70.555000,1.006833
70.605003,1.006833
70.654999,1.006833
70.705002,1.006833
70.754997,1.006833
70.805000,1.006833
70.855003,1.006833
70.904999,1.006833
70.955002,1.006833
71.004997,1.006833
71.055000,1.006833
71.105003,1.006833
71.154999,1.006833
71.205002,1.006833
71.254997,1.006833
71.305000,1.006833
71.355003,1.006833
71.404999,1.006833
71.455002,1.006833
71.504997,1.006833
71.555000,1.006833
71.605003,1.006833
71.654999,1.006833
71.705002,1.006833
71.754997,1.006833
71.805000,1.006833
71.855003,1.006833
71.904999,1.006833
71.955002,1.006833
72.004997,1.006833
72.055000,1.006833
72.105003,1.006833
72.154999,1.006833
72.205002,1.006833
72.254997,1.006833
72.305000,1.006597
72.355003,1.006597
72.404999,1.006597
72.455002,1.006597
72.504997,1.006597
72.555000,1.006597
72.605003,1.006597
72.654999,1.006597
72.705002,1.006597
72.754997,1.006597
72.805000,1.006597
72.855003,1.006597
72.904999,1.006597
72.955002,1.006597
73.004997,1.006597
73.055000,1.006597
73.105003,1.006597
73.154999,1.006597
