"Timestamp","Temperature"
7.485000,27357,2
7.535000,27357,1
7.585000,27357,1
7.635000,27357,2
7.685000,27357,1
7.735000,27357,2
7.785000,27357,1
7.835000,27357,1
7.885000,27357,1
7.935000,27357,1
7.985000,27358,2
8.035000,27358,1
8.085000,27358,1
8.135000,27358,1
8.185000,27358,1
8.235000,27358,1
8.285000,27358,2
8.335000,27358,2
8.385000,27358,2
8.435000,27358,2
8.485000,27358,1
8.535000,27358,1
8.585000,27358,2
8.635000,27358,1
8.685000,27358,1
8.735000,27358,1
8.785000,27358,1
8.835000,27358,1
8.885000,27358,1
8.935000,27358,1
8.985000,27359,2
9.035000,27359,2
9.085000,27359,2
9.135000,27359,2
9.185000,27359,1
9.235000,27359,2
9.285000,27359,2
9.335000,27359,1
9.385000,27359,2
9.435000,27359,2
9.485000,27359,2
9.535000,27359,2
9.585000,27359,2
9.635000,27359,2
9.685000,27359,2
9.735000,27359,2
9.785000,27359,1
9.835000,27359,1
9.885000,27359,2
9.935000,27359,2
9.985000,27360,1
10.035000,27360,1
10.085000,27360,2
10.135000,27360,1
10.185000,27360,2
10.235000,27360,1
10.285000,27360,1
10.335000,27360,2
10.385000,27360,1
10.435000,27360,1
10.485000,27360,1
10.535000,27360,1
10.585000,27360,2
10.635000,27360,2
10.685000,27360,2
10.735000,27360,1
10.785000,27360,1
10.835000,27360,1
10.885000,27360,2
10.935000,27360,1
10.985000,27361,2
11.035000,27361,2
11.085000,27361,1
11.135000,27361,2
11.185000,27361,2
11.235000,27361,1
11.285000,27361,2
11.335000,27361,1
11.385000,27361,1
11.435000,27361,2
11.485000,27361,1
11.535000,27361,2
11.585000,27361,2
11.635000,27361,1
11.685000,27361,2
11.735000,27361,1
11.785000,27361,1
11.835000,27361,1
11.885000,27361,2
11.935000,27361,2
11.985000,27362,1
12.035000,27362,1
12.085000,27362,1
12.135000,27362,2
12.185000,27362,1
12.235000,27362,2
12.285000,27362,1
12.335000,27362,1
12.385000,27362,2
12.435000,27362,2
12.485000,27362,2
12.535000,27362,2
12.585000,27362,2
12.635000,27362,1
12.685000,27362,1
12.735000,27362,2
12.785000,27362,1
12.835000,27362,1
12.885000,27362,2
12.935000,27362,2
12.985000,27363,1
13.035000,27363,2
13.085000,27363,2
13.135000,27363,1
13.185000,27363,2
13.235000,27363,2
13.285000,27363,2
13.335000,27363,1
13.385000,27363,1
13.435000,27363,1
13.485000,27363,1
13.535000,27363,1
13.585000,27363,1
13.635000,27363,1
13.685000,27363,2
13.735000,27363,1
13.785000,27363,1
13.835000,27363,2
13.885000,27363,1
13.935000,27363,1
13.985000,27364,1
14.035000,27364,2
14.085000,27364,1
14.135000,27364,1
14.185000,27364,2
14.235000,27364,1
14.285000,27364,2
14.335000,27364,1
14.385000,27364,2
14.435000,27364,1
14.485000,27364,1
14.53500
