"Timestamp","Temperature1","Temperature2","Temperature3"
75.589996,26,3
75.639999,19,205
75.690002,166,205
75.739998,20,205
75.790001,120,205
75.839996,25,205
75.889999,38,205
75.940002,21,205
75.989998,31,205
76.040001,20,205
76.089996,32,205
76.139999,21,205
76.190002,31,205
76.239998,20,201
76.290001,31,205
76.339996,21,201
76.389999,31,205
76.440002,21,200
76.489998,33,205
76.540001,21,197
76.589996,34,205
76.639999,21,205
76.690002,44,205
76.739998,21,205
76.790001,34,205
76.839996,21,205
76.889999,33,205
76.940002,21,205
76.989998,34,205
77.040001,21,205
77.089996,34,205
77.139999,21,205
77.190002,33,205
77.239998,21,205
77.290001,34,205
77.339996,20,205
77.389999,34,205
77.440002,19,205
77.489998,34,205
77.540001,26,205
77.589996,34,205
77.639999,14,205
77.690002,33,205
77.739998,18,205
77.790001,33,204
77.839996,36,205
77.889999,31,202
77.940002,44,205
77.989998,32,205
78.040001,78,205
78.089996,35,133
78.139999,124,205
78.190002,32,137
78.239998,205,205
78.290001,31,70
78.339996,205,205
78.389999,32,-71
78.440002,205,205
78.489998,32,-71
78.540001,205,205
78.589996,37,-71
78.639999,205,205
78.690002,32,70
78.739998,205,205
78.790001,32,137
78.839996,106,205
78.889999,32,168
78.940002,56,205
78.989998,32,200
79.040001,32,205
79.089996,33,202
79.139999,36,205
79.190002,33,201
79.239998,10,205
79.290001,33,204
79.339996,15,205
79.389999,33,204
79.440002,14,205
79.489998,36,203
79.540001,13,205
79.589996,33,204
79.639999,38,205
79.690002,33,205
79.739998,64,205
79.790001,32,171
79.839996,52,205
79.889999,32,133
79.940002,100,205
79.989998,31,137
80.040001,110,205
80.089996,32,129
80.139999,205,205
80.190002,31,70
80.239998,205,205
80.290001,32,70
80.339996,205,205
80.389999,32,-71
80.440002,205,205
80.489998,31,-71
80.540001,205,205
80.589996,32,-71
80.639999,205,205
80.690002,32,-71
80.739998,205,205
80.790001,33,-71
80.839996,205,205
80.889999,32,-71
80.940002,205,205
80.989998,32,-71
81.040001,205,205
81.089996,32,-71
81.139999,205,205
81.190002,32,-71
81.239998,205,205
81.290001,32,-71
81.339996,205,205
81.389999,33,-71
81.440002,205,205
81.489998,32,-71
81.540001,205,205
81.589996,32,-71
81.639999,205,205
81.690002,32,-71
81.739998,205,205
81.790001,32,-71
81.839996,205,205
81.889999,32,-71
81.940002,205,205
81.989998,32,-71
82.040001,205,205
82.089996,32,-71
82.139999,205,205
82.190002,36,-71
82.239998,205,205
82.290001,32,-71
82.339996,205,205
82.389999,35,-71
82.440002,205,205
82.489998,32,-71
82.540001,205,205
82.589996,31,-71
82.639999,205,205
82.690002,31,-71
82.739998,205,205
82.790001,31,-71
82.839996,205,183
82.889999,29,-71
82.940002,205,179
82.989998,29,-71
83.040001,205,197
83.089996,20,205
83.139999,205,174
83.190002,20,205
83.239998,205,184
83.290001,36,-71
83.339996,205,204
83.389999,30,-71
83.440002,205,193
83.489998,30,-71
83.540001,205,195
83.589996,30,-71
83.639999,205,199
83.690002,30,-71
83.739998,205,194
83.790001,30,-71
83.839996,205,192
83.889999,30,-71
83.940002,205,205
83.989998,34,-71
84.040001,205,205
84.089996,30,-71
84.139999,205,205
84.190002,30,-71
84.239998,205,205
84.290001,30,-71
84.339996,205,203
84.389999,30,-71
84.440002,205,139
84.489998,28,-71
84.540001,205,166
84.589996,29,-71
84.639999,205,170
84.690002,29,-71
84.739998,205,205
84.790001,30,-71
84.839996,205,205
84.889999,31,-71
84.940002,205,205
84.989998,31,-71
85.040001,205,205
85.089996,32,-71
85.139999,205,205
85.190002,32,-71
85.239998,205,205
85.290001,32,-71
85.339996,205,205
85.389999,32,-71
85.440002,205,205
85.489998,31,-71
85.540001,205,205
85.589996,32,-71
85.639999,205,205
85.690002,37,-71
85.739998,205,205
85.790001,32,-71
85.839996,205,205
85.889999,31,-71
85.940002,205,205
85.989998,32,-71
86.040001,205,205
86.089996,32,-71
86.139999,205,205
86.190002,32,-71
86.239998,205,205
86.290001,32,-71
86.339996,205,205
86.389999,32,-71
86.440002,205,205
86.489998,32,-71
86.540001,205,205
86.589996,32,-71
86.639999,205,205
86.690002,32,-71
86.739998,205,205
86.790001,31,-71
86.839996,205,205
86.889999,32,-71
86.940002,205,205
86.989998,31,-71
87.040001,205,205
87.089996,32,-71
87.139999,205,205
87.190002,32,-71
87.239998,205,205
87.290001,32,-71
87.339996,205,205
87.389999,32,-71
87.440002,205,205
87.489998,32,-71
87.540001,205,205
87.589996,32,-71
87.639999,205,205
87.690002,35,-71
87.739998,205,205
87.790001,32,-71
87.839996,205,205
87.889999,31,-71
87.940002,205,205
87.989998,31,-71
88.040001,205,205
88.089996,31,-71
88.139999,205,205
88.190002,35,-71
88.239998,205,205
88.290001,31,-71
88.339996,205,205
88.389999,31,-71
88.440002,205,-7
88.489998,20,10
88.540001,205,-6
88.589996,20,-5
88.639999,23,-1
88.690002,23,-4
88.739998,205,-6
88.790001,22,-5
88.839996,25,-3
88.889999,24,-3
88.940002,27,-1
88.989998,25,-2
89.040001,28,8
89.089996,26,0
89.139999,30,1
89.190002,30,1
89.239998,33,4
89.290001,36,-20
89.339996,36,2
89.389999,39,10
89.440002,42,10
89.489998,45,-4
89.540001,50,25
89.589996,49,17
89.639999,61,28
89.690002,58,15
89.739998,74,35
89.790001,65,28
89.839996,190,41
89.889999,205,205
89.940002,205,205
89.989998,205,205
90.040001,205,205
90.089996,205,205
90.139999,205,205
90.190002,205,205
90.239998,66,35
90.290001,112,205
90.339996,205,205
90.389999,205,205
90.440002,205,205
90.489998,205,205
90.540001,205,205
90.589996,205,205
90.639999,54,29
90.690002,56,6
90.739998,205,205
90.790001,68,205
90.839996,205,205
90.889999,205,205
90.940002,205,205
90.989998,205,205
91.040001,205,205
91.089996,205,205
91.139999,205,205
91.190002,205,205
91.239998,205,205
91.290001,205,205
91.339996,205,205
91.389999,205,205
91.440002,205,205
91.489998,205,205
91.540001,205,205
91.589996,205,205
91.639999,205,205
91.690002,205,205
91.739998,205,205
91.790001,205,205
91.839996,205,205
91.889999,205,205
91.940002,205,205
91.989998,205,205
92.040001,205,205
92.089996,205,205
92.139999,205,205
92.190002,205,205
92.239998,205,205
92.290001,205,205
92.339996,205,205
92.389999,205,205
92.440002,205,205
92.489998,205,205
92.540001,205,205
92.589996,205,205
92.639999,205,205
92.690002,205,205
92.739998,205,205
92.790001,205,205
92.839996,205,205
92.889999,205,205
92.940002,205,205
92.989998,205,205
93.040001,205,205
93.089996,205,205
93.139999,205,205
93.190002,205,205
93.239998,205,205
93.290001,205,205
93.339996,205,205
93.389999,205,205
93.440002,205,205
93.489998,205,205
93.540001,205,205
93.589996,205,205
93.639999,205,205
93.690002,205,205
93.739998,205,205
93.790001,205,205
93.839996,205,205
93.889999,205,205
93.940002,205,205
93.989998,205,205
94.040001,205,205
94.089996,205,205
94.139999,205,205
94.190002,205,205
94.239998,205,205
94.290001,205,205
94.339996,205,205
94.389999,205,205
94.440002,205,205
94.489998,205,205
94.540001,205,205
94.589996,205,205
94.639999,205,205
94.690002,205,205
94.739998,205,205
94.790001,205,205
94.839996,205,205
94.889999,205,205
94.940002,205,205
94.989998,205,205
95.040001,205,205
95.089996,205,205
95.139999,205,205
95.190002,205,205
95.239998,205,205
95.290001,205,205
95.339996,205,205
95.389999,205,205
95.440002,205,205
95.489998,205,205
95.540001,205,205
95.589996,205,205
95.639999,205,205
95.690002,205,205
95.739998,205,205
95.790001,205,205
95.839996,205,205
95.889999,205,205
95.940002,205,205
95.989998,205,205
96.040001,205,205
96.089996,205,205
96.139999,205,205
96.190002,205,205
96.239998,205,205
96.290001,205,205
96.339996,205,205
96.389999,205,205
96.440002,205,205
96.489998,205,205
