TWI_PRESSURE,77.940002,-0.129247
ADC0,77.989998,32
ADC1,77.989998,205
ADC2,77.989998,205
TWI_PRESSURE,77.989998,-0.129247
ADC0,78.040001,78
ADC1,78.040001,0
ADC2,78.040001,205
TWI_PRESSURE,78.040001,-0.129247
ADC0,78.089996,35
ADC1,78.089996,205
ADC2,78.089996,133
TWI_PRESSURE,78.089996,-0.129247
ADC0,78.139999,124
ADC1,78.139999,0
ADC2,78.139999,205
TWI_PRESSURE,78.139999,-0.129247
ADC0,78.190002,32
ADC1,78.190002,205
ADC2,78.190002,137
TWI_PRESSURE,78.190002,-0.129247
ADC0,78.239998,205
ADC1,78.239998,0
ADC2,78.239998,205
TWI_PRESSURE,78.239998,-0.129247
ADC0,78.290001,31
ADC1,78.290001,205
ADC2,78.290001,70
TWI_PRESSURE,78.290001,-0.129247
ADC0,78.339996,205
ADC1,78.339996,0
ADC2,78.339996,205
TWI_PRESSURE,78.339996,-0.129247
ADC0,78.389999,32
ADC1,78.389999,205
ADC2,78.389999,-71
TWI_PRESSURE,78.389999,-0.129247
ADC0,78.440002,205
ADC1,78.440002,0
ADC2,78.440002,205
TWI_PRESSURE,78.440002,-0.129247
ADC0,78.489998,32
ADC1,78.489998,205
ADC2,78.489998,-71
TWI_PRESSURE,78.489998,-0.129247
ADC0,78.540001,205
ADC1,78.540001,0
ADC2,78.540001,205
TWI_PRESSURE,78.540001,-0.129247
ADC0,78.589996,37
ADC1,78.589996,205
ADC2,78.589996,-71
TWI_PRESSURE,78.589996,-0.129247
ADC0,78.639999,205
ADC1,78.639999,0
ADC2,78.639999,205
TWI_PRESSURE,78.639999,-0.129247
ADC0,78.690002,32
ADC1,78.690002,205
ADC2,78.690002,70
TWI_PRESSURE,78.690002,-0.129247
ADC0,78.739998,205
ADC1,78.739998,0
ADC2,78.739998,205
TWI_PRESSURE,78.739998,-0.129247
ADC0,78.790001,32
ADC1,78.790001,205
ADC2,78.790001,137
TWI_PRESSURE,78.790001,-0.129247
ADC0,78.839996,106
ADC1,78.839996,0
ADC2,78.839996,205
TWI_PRESSURE,78.839996,-0.129247
ADC0,78.889999,32
ADC1,78.889999,205
ADC2,78.889999,168
TWI_PRESSURE,78.889999,-0.129247
ADC0,78.940002,56
ADC1,78.940002,0
ADC2,78.940002,205
TWI_PRESSURE,78.940002,-0.129247
ADC0,78.989998,32
ADC1,78.989998,205
ADC2,78.989998,200
TWI_PRESSURE,78.989998,-0.129247
ADC0,79.040001,32
ADC1,79.040001,3
ADC2,79.040001,205
TWI_PRESSURE,79.040001,-0.129247
ADC0,79.089996,33
ADC1,79.089996,205
ADC2,79.089996,202
TWI_PRESSURE,79.089996,-0.129247
ADC0,79.139999,36
ADC1,79.139999,2
ADC2,79.139999,205
TWI_PRESSURE,79.139999,-0.129247
ADC0,79.190002,33
ADC1,79.190002,205
ADC2,79.190002,201
TWI_PRESSURE,79.190002,-0.129247
ADC0,79.239998,10
ADC1,79.239998,2
ADC2,79.239998,205
TWI_PRESSURE,79.239998,-0.129247
ADC0,79.290001,33
ADC1,79.290001,205
ADC2,79.290001,204
TWI_PRESSURE,79.290001,-0.129247
ADC0,79.339996,15
ADC1,79.339996,3
ADC2,79.339996,205
TWI_PRESSURE,79.339996,-0.129247
ADC0,79.389999,33
ADC1,79.389999,205
ADC2,79.389999,204
TWI_PRESSURE,79.389999,-0.129247
ADC0,79.440002,14
ADC1,79.440002,3
ADC2,79.440002,205
TWI_PRESSURE,79.440002,-0.129247
ADC0,79.489998,36
ADC1,79.489998,205
ADC2,79.489998,203
TWI_PRESSURE,79.489998,-0.129247
ADC0,79.540001,13
ADC1,79.540001,3
ADC2,79.540001,205
TWI_PRESSURE,79.540001,-0.129247
ADC0,79.589996,33
ADC1,79.589996,205
ADC2,79.589996,204
TWI_PRESSURE,79.589996,-0.129247
ADC0,79.639999,38
ADC1,79.639999,2
ADC2,79.639999,205
TWI_PRESSURE,79.639999,-0.129247
ADC0,79.690002,33
ADC1,79.690002,205
ADC2,79.690002,205
TWI_PRESSURE,79.690002,-0.129247
ADC0,79.739998,64
ADC1,79.739998,0
ADC2,79.739998,205
TWI_PRESSURE,79.739998,-0.129247
ADC0,79.790001,32
ADC1,79.790001,205
ADC2,79.790001,171
TWI_PRESSURE,79.790001,-0.129247
ADC0,79.839996,52
ADC1,79.839996,0
ADC2,79.839996,205
TWI_PRESSURE,79.839996,-0.129247
ADC0,79.889999,32
ADC1,79.889999,205
ADC2,79.889999,133
TWI_PRESSURE,79.889999,-0.129247
ADC0,79.940002,100
ADC1,79.940002,0
ADC2,79.940002,205
TWI_PRESSURE,79.940002,-0.129247
ADC0,79.989998,31
ADC1,79.989998,205
ADC2,79.989998,137
TWI_PRESSURE,79.989998,-0.129247
ADC0,80.040001,110
ADC1,80.040001,0
ADC2,80.040001,205
TWI_PRESSURE,80.040001,-0.129247
ADC0,80.089996,32
ADC1,80.089996,205
ADC2,80.089996,129
TWI_PRESSURE,80.089996,-0.129247
ADC0,80.139999,205
ADC1,80.139999,0
ADC2,80.139999,205
TWI_PRESSURE,80.139999,-0.129247
ADC0,80.190002,31
ADC1,80.190002,205
ADC2,80.190002,70
TWI_PRESSURE,80.190002,-0.129247
ADC0,80.239998,205
ADC1,80.239998,0
ADC2,80.239998,205
TWI_PRESSURE,80.239998,-0.129247
ADC0,80.290001,32
ADC1,80.290001,205
ADC2,80.290001,70
TWI_PRESSURE,80.290001,-0.129247
ADC0,80.339996,205
ADC1,80.339996,0
ADC2,80.339996,205
TWI_PRESSURE,80.339996,-0.129247
ADC0,80.389999,32
ADC1,80.389999,205
ADC2,80.389999,-71
TWI_PRESSURE,80.389999,-0.129247
ADC0,80.440002,205
ADC1,80.440002,0
ADC2,80.440002,205
TWI_PRESSURE,80.440002,-0.129247
ADC0,80.489998,31
ADC1,80.489998,205
ADC2,80.489998,-71
TWI_PRESSURE,80.489998,-0.129247
ADC0,80.540001,205
ADC1,80.540001,0
ADC2,80.540001,205
TWI_PRESSURE,80.540001,-0.129247
ADC0,80.589996,32
ADC1,80.589996,205
ADC2,80.589996,-71
TWI_PRESSURE,80.589996,-0.129247
ADC0,80.639999,205
ADC1,80.639999,0
ADC2,80.639999,205
TWI_PRESSURE,80.639999,-0.129247
ADC0,80.690002,32
ADC1,80.690002,205
ADC2,80.690002,-71
TWI_PRESSURE,80.690002,-0.129247
ADC0,80.739998,205
ADC1,80.739998,0
ADC2,80.739998,205
TWI_PRESSURE,80.739998,-0.129247
ADC0,80.790001,33
ADC1,80.790001,205
ADC2,80.790001,-71
TWI_PRESSURE,80.790001,-0.129247
ADC0,80.839996,205
ADC1,80.839996,1
ADC2,80.839996,205
TWI_PRESSURE,80.839996,-0.129247
ADC0,80.889999,32
ADC1,80.889999,205
ADC2,80.889999,-71
TWI_PRESSURE,80.889999,-0.129247
ADC0,80.940002,205
ADC1,80.940002,0
ADC2,80.940002,205
TWI_PRESSURE,80.940002,-0.129247
ADC0,80.989998,32
ADC1,80.989998,205
ADC2,80.989998,-71
TWI_PRESSURE,80.989998,-0.129247
ADC0,81.040001,205
ADC1,81.040001,3
ADC2,81.040001,205
TWI_PRESSURE,81.040001,-0.129247
ADC0,81.089996,32
ADC1,81.089996,205
ADC2,81.089996,-71
TWI_PRESSURE,81.089996,-0.129247
ADC0,81.139999,205
ADC1,81.139999,0
ADC2,81.139999,205
TWI_PRESSURE,81.139999,-0.129247
ADC0,81.190002,32
ADC1,81.190002,205
ADC2,81.190002,-71
TWI_PRESSURE,81.190002,-0.129247
ADC0,81.239998,205
ADC1,81.239998,0
ADC2,81.239998,205
TWI_PRESSURE,81.239998,-0.129247
ADC0,81.290001,32
ADC1,81.290001,205
ADC2,81.290001,-71
TWI_PRESSURE,81.290001,-0.129247
ADC0,81.339996,205
ADC1,81.339996,0
ADC2,81.339996,205
TWI_PRESSURE,81.339996,-0.129247
ADC0,81.389999,33
ADC1,81.389999,205
ADC2,81.389999,-71
TWI_PRESSURE,81.389999,-0.129247
ADC0,81.440002,205
ADC1,81.440002,0
ADC2,81.440002,205
TWI_PRESSURE,81.440002,-0.129247
ADC0,81.489998,32
ADC1,81.489998,205
ADC2,81.489998,-71
TWI_PRESSURE,81.489998,-0.129247
ADC0,81.540001,205
ADC1,81.540001,0
ADC2,81.540001,205
TWI_PRESSURE,81.540001,-0.129247
ADC0,81.589996,32
ADC1,81.589996,205
ADC2,81.589996,-71
TWI_PRESSURE,81.589996,-0.129247
ADC0,81.639999,205
ADC1,81.639999,0
ADC2,81.639999,205
TWI_PRESSURE,81.639999,-0.129247
ADC0,81.690002,32
ADC1,81.690002,205
ADC2,81.690002,-71
TWI_PRESSURE,81.690002,-0.129247
ADC0,81.739998,205
ADC1,81.739998,0
ADC2,81.739998,205
TWI_PRESSURE,81.739998,-0.129247
ADC0,81.790001,32
ADC1,81.790001,205
ADC2,81.790001,-71
TWI_PRESSURE,81.790001,-0.129247
ADC0,81.839996,205
ADC1,81.839996,0
ADC2,81.839996,205
TWI_PRESSURE,81.839996,-0.129247
ADC0,81.889999,32
ADC1,81.889999,205
ADC2,81.889999,-71
TWI_PRESSURE,81.889999,-0.129247
ADC0,81.940002,205
ADC1,81.940002,0
ADC2,81.940002,205
TWI_PRESSURE,81.940002,-0.129247
ADC0,81.989998,32
ADC1,81.989998,205
ADC2,81.989998,-71
TWI_PRESSURE,81.989998,-0.129247
ADC0,82.040001,205
ADC1,82.040001,0
ADC2,82.040001,205
TWI_PRESSURE,82.040001,-0.129247
ADC0,82.089996,32
ADC1,82.089996,205
ADC2,82.089996,-71
TWI_PRESSURE,82.089996,-0.129247
ADC0,82.139999,205
ADC1,82.139999,0
ADC2,82.139999,205
TWI_PRESSURE,82.139999,-0.129247
ADC0,82.190002,36
ADC1,82.190002,205
ADC2,82.190002,-71
TWI_PRESSURE,82.190002,-0.129247
ADC0,82.239998,205
ADC1,82.239998,0
ADC2,82.239998,205
TWI_PRESSURE,82.239998,-0.129247
ADC0,82.290001,32
ADC1,82.290001,205
ADC2,82.290001,-71
TWI_PRESSURE,82.290001,-0.129247
ADC0,82.339996,205
ADC1,82.339996,0
ADC2,82.339996,205
TWI_PRESSURE,82.339996,-0.129247
ADC0,82.389999,35
ADC1,82.389999,205
ADC2,82.389999,-71
TWI_PRESSURE,82.389999,-0.129247
ADC0,82.440002,205
ADC1,82.440002,0
ADC2,82.440002,205
TWI_PRESSURE,82.440002,-0.129247
ADC0,82.489998,32
ADC1,82.489998,205
ADC2,82.489998,-71
TWI_PRESSURE,82.489998,-0.129247
ADC0,82.540001,205
ADC1,82.540001,0
ADC2,82.540001,205
TWI_PRESSURE,82.540001,-0.129247
ADC0,82.589996,31
ADC1,82.589996,205
ADC2,82.589996,-71
TWI_PRESSURE,82.589996,-0.129247
ADC0,82.639999,205
ADC1,82.639999,0
ADC2,82.639999,205
TWI_PRESSURE,82.639999,-0.129247
ADC0,82.690002,31
ADC1,82.690002,205
ADC2,82.690002,-71
TWI_PRESSURE,82.690002,-0.129247
ADC0,82.739998,205
ADC1,82.739998,0
ADC2,82.739998,205
TWI_PRESSURE,82.739998,-0.129247
ADC0,82.790001,31
ADC1,82.790001,205
ADC2,82.790001,-71
TWI_PRESSURE,82.790001,-0.129247
ADC0,82.839996,205
ADC1,82.839996,0
ADC2,82.839996,183
TWI_PRESSURE,82.839996,-0.129247
ADC0,82.889999,29
ADC1,82.889999,205
ADC2,82.889999,-71
TWI_PRESSURE,82.889999,-0.129247
ADC0,82.940002,205
ADC1,82.940002,0
ADC2,82.940002,179
TWI_PRESSURE,82.940002,-0.129247
ADC0,82.989998,29
ADC1,82.989998,205
ADC2,82.989998,-71
TWI_PRESSURE,82.989998,-0.129247
ADC0,83.040001,205
ADC1,83.040001,0
ADC2,83.040001,197
TWI_PRESSURE,83.040001,-0.129247
ADC0,83.089996,20
ADC1,83.089996,205
ADC2,83.089996,205
TWI_PRESSURE,83.089996,-0.129247
ADC0,83.139999,205
ADC1,83.139999,0
ADC2,83.139999,174
TWI_PRESSURE,83.139999,-0.129247
ADC0,83.190002,20
ADC1,83.190002,205
ADC2,83.190002,205
TWI_PRESSURE,83.190002,-0.129247
ADC0,83.239998,205
ADC1,83.239998,0
ADC2,83.239998,184
TWI_PRESSURE,83.239998,-0.129247
ADC0,83.290001,36
ADC1,83.290001,205
ADC2,83.290001,-71
TWI_PRESSURE,83.290001,-0.129247
ADC0,83.339996,205
ADC1,83.339996,0
ADC2,83.339996,204
TWI_PRESSURE,83.339996,-0.129247
ADC0,83.389999,30
ADC1,83.389999,205
ADC2,83.389999,-71
TWI_PRESSURE,83.389999,-0.129247
ADC0,83.440002,205
ADC1,83.440002,1
ADC2,83.440002,193
TWI_PRESSURE,83.440002,-0.129247
ADC0,83.489998,30
ADC1,83.489998,205
ADC2,83.489998,-71
TWI_PRESSURE,83.489998,-0.129247
ADC0,83.540001,205
ADC1,83.540001,0
ADC2,83.540001,195
TWI_PRESSURE,83.540001,-0.129247
ADC0,83.589996,30
ADC1,83.589996,205
ADC2,83.589996,-71
TWI_PRESSURE,83.589996,-0.129247
ADC0,83.639999,205
ADC1,83.639999,0
ADC2,83.639999,199
TWI_PRESSURE,83.639999,-0.129247
ADC0,83.690002,30
ADC1,83.690002,205
ADC2,83.690002,-71
TWI_PRESSURE,83.690002,-0.129247
ADC0,83.739998,205
ADC1,83.739998,0
ADC2,83.739998,194
TWI_PRESSURE,83.739998,-0.129247
ADC0,83.790001,30
ADC1,83.790001,205
ADC2,83.790001,-71
TWI_PRESSURE,83.790001,-0.129247
ADC0,83.839996,205
ADC1,83.839996,0
ADC2,83.839996,192
TWI_PRESSURE,83.839996,-0.129247
ADC0,83.889999,30
ADC1,83.889999,197
ADC2,83.889999,-71
TWI_PRESSURE,83.889999,-0.129247
ADC0,83.940002,205
ADC1,83.940002,0
ADC2,83.940002,205
TWI_PRESSURE,83.940002,-0.129247
ADC0,83.989998,34
ADC1,83.989998,205
ADC2,83.989998,-71
TWI_PRESSURE,83.989998,-0.129247
ADC0,84.040001,205
ADC1,84.040001,0
ADC2,84.040001,205
TWI_PRESSURE,84.040001,-0.129247
ADC0,84.089996,30
ADC1,84.089996,205
ADC2,84.089996,-71
TWI_PRESSURE,84.089996,-0.129247
ADC0,84.139999,205
ADC1,84.139999,0
ADC2,84.139999,205
TWI_PRESSURE,84.139999,-0.129247
ADC0,84.190002,30
ADC1,84.190002,205
ADC2,84.190002,-71
TWI_PRESSURE,84.190002,-0.129247
ADC0,84.239998,205
ADC1,84.239998,0
ADC2,84.239998,205
TWI_PRESSURE,84.239998,-0.129247
ADC0,84.290001,30
ADC1,84.290001,205
ADC2,84.290001,-71
TWI_PRESSURE,84.290001,-0.129247
ADC0,84.339996,205
ADC1,84.339996,0
ADC2,84.339996,203
TWI_PRESSURE,84.339996,-0.129247
ADC0,84.389999,30
ADC1,84.389999,205
ADC2,84.389999,-71
TWI_PRESSURE,84.389999,-0.129247
ADC0,84.440002,205
ADC1,84.440002,0
ADC2,84.440002,139
TWI_PRESSURE,84.440002,-0.129247
ADC0,84.489998,28
ADC1,84.489998,205
ADC2,84.489998,-71
TWI_PRESSURE,84.489998,-0.129247
ADC0,84.540001,205
ADC1,84.540001,0
ADC2,84.540001,166
TWI_PRESSURE,84.540001,-0.129247
ADC0,84.589996,29
ADC1,84.589996,205
ADC2,84.589996,-71
TWI_PRESSURE,84.589996,-0.129247
ADC0,84.639999,205
ADC1,84.639999,0
ADC2,84.639999,170
TWI_PRESSURE,84.639999,-0.129247
ADC0,84.690002,29
ADC1,84.690002,205
ADC2,84.690002,-71
TWI_PRESSURE,84.690002,-0.129247
ADC0,84.739998,205
ADC1,84.739998,0
ADC2,84.739998,205
TWI_PRESSURE,84.739998,-0.129247
ADC0,84.790001,30
ADC1,84.790001,205
ADC2,84.790001,-71
TWI_PRESSURE,84.790001,-0.129247
ADC0,84.839996,205
ADC1,84.839996,0
ADC2,84.839996,205
TWI_PRESSURE,84.839996,-0.129247
ADC0,84.889999,31
ADC1,84.889999,205
ADC2,84.889999,-71
TWI_PRESSURE,84.889999,-0.129247
ADC0,84.940002,205
ADC1,84.940002,0
ADC2,84.940002,205
TWI_PRESSURE,84.940002,-0.129247
ADC0,84.989998,31
ADC1,84.989998,205
ADC2,84.989998,-71
TWI_PRESSURE,84.989998,-0.129247
ADC0,85.040001,205
ADC1,85.040001,0
ADC2,85.040001,205
TWI_PRESSURE,85.040001,-0.129247
ADC0,85.089996,32
ADC1,85.089996,205
ADC2,85.089996,-71
TWI_PRESSURE,85.089996,-0.129247
ADC0,85.139999,205
ADC1,85.139999,0
ADC2,85.139999,205
TWI_PRESSURE,85.139999,-0.129247
ADC0,85.190002,32
ADC1,85.190002,205
ADC2,85.190002,-71
TWI_PRESSURE,85.190002,-0.129247
ADC0,85.239998,205
ADC1,85.239998,0
ADC2,85.239998,205
TWI_PRESSURE,85.239998,-0.129247
ADC0,85.290001,32
ADC1,85.290001,205
ADC2,85.290001,-71
TWI_PRESSURE,85.290001,-0.129247
ADC0,85.339996,205
ADC1,85.339996,0
ADC2,85.339996,205
TWI_PRESSURE,85.339996,-0.129247
ADC0,85.389999,32
ADC1,85.389999,205
ADC2,85.389999,-71
TWI_PRESSURE,85.389999,-0.129247
ADC0,85.440002,205
ADC1,85.440002,0
ADC2,85.440002,205
TWI_PRESSURE,85.440002,-0.129247
ADC0,85.489998,31
ADC1,85.489998,205
ADC2,85.489998,-71
TWI_PRESSURE,85.489998,-0.129247
ADC0,85.540001,205
ADC1,85.540001,0
ADC2,85.540001,205
TWI_PRESSURE,85.540001,-0.129247
ADC0,85.589996,32
ADC1,85.589996,205
ADC2,85.589996,-71
TWI_PRESSURE,85.589996,-0.129247
ADC0,85.639999,205
ADC1,85.639999,0
ADC2,85.639999,205
TWI_PRESSURE,85.639999,-0.129247
ADC0,85.690002,37
ADC1,85.690002,205
ADC2,85.690002,-71
TWI_PRESSURE,85.690002,-0.129247
ADC0,85.739998,205
ADC1,85.739998,0
ADC2,85.739998,205
TWI_PRESSURE,85.739998,-0.129247
ADC0,85.790001,32
ADC1,85.790001,205
ADC2,85.790001,-71
TWI_PRESSURE,85.790001,-0.129247
ADC0,85.839996,205
ADC1,85.839996,0
ADC2,85.839996,205
TWI_PRESSURE,85.839996,-0.129247
ADC0,85.889999,31
ADC1,85.889999,205
ADC2,85.889999,-71
TWI_PRESSURE,85.889999,-0.129247
ADC0,85.940002,205
ADC1,85.940002,0
ADC2,85.940002,205
TWI_PRESSURE,85.940002,-0.129247
ADC0,85.989998,32
ADC1,85.989998,205
ADC2,85.989998,-71
TWI_PRESSURE,85.989998,-0.129247
ADC0,86.040001,205
ADC1,86.040001,0
ADC2,86.040001,205
TWI_PRESSURE,86.040001,-0.129247
ADC0,86.089996,32
ADC1,86.089996,205
ADC2,86.089996,-71
TWI_PRESSURE,86.089996,-0.129247
ADC0,86.139999,205
ADC1,86.139999,0
ADC2,86.139999,205
TWI_PRESSURE,86.139999,-0.129247
ADC0,86.190002,32
ADC1,86.190002,205
ADC2,86.190002,-71
TWI_PRESSURE,86.190002,-0.129247
ADC0,86.239998,205
ADC1,86.239998,9
ADC2,86.239998,205
TWI_PRESSURE,86.239998,-0.129247
ADC0,86.290001,32
ADC1,86.290001,205
ADC2,86.290001,-71
TWI_PRESSURE,86.290001,-0.129247
ADC0,86.339996,205
ADC1,86.339996,0
ADC2,86.339996,205
TWI_PRESSURE,86.339996,-0.129247
ADC0,86.389999,32
ADC1,86.389999,205
ADC2,86.389999,-71
TWI_PRESSURE,86.389999,-0.129247
ADC0,86.440002,205
ADC1,86.440002,0
ADC2,86.440002,205
TWI_PRESSURE,86.440002,-0.129247
ADC0,86.489998,32
ADC1,86.489998,205
ADC2,86.489998,-71
TWI_PRESSURE,86.489998,-0.129247
ADC0,86.540001,205
ADC1,86.540001,0
ADC2,86.540001,205
TWI_PRESSURE,86.540001,-0.129247
ADC0,86.589996,32
ADC1,86.589996,205
ADC2,86.589996,-71
TWI_PRESSURE,86.589996,-0.129247
ADC0,86.639999,205
ADC1,86.639999,0
ADC2,86.639999,205
TWI_PRESSURE,86.639999,-0.129247
ADC0,86.690002,32
ADC1,86.690002,205
ADC2,86.690002,-71
TWI_PRESSURE,86.690002,-0.129247
ADC0,86.739998,205
ADC1,86.739998,0
ADC2,86.739998,205
TWI_PRESSURE,86.739998,-0.129247
ADC0,86.790001,31
ADC1,86.790001,205
ADC2,86.790001,-71
TWI_PRESSURE,86.790001,-0.129247
ADC0,86.839996,205
ADC1,86.839996,0
ADC2,86.839996,205
TWI_PRESSURE,86.839996,-0.129247
ADC0,86.889999,32
ADC1,86.889999,205
ADC2,86.889999,-71
TWI_PRESSURE,86.889999,-0.129247
ADC0,86.940002,205
ADC1,86.940002,10
ADC2,86.940002,205
TWI_PRESSURE,86.940002,-0.129247
ADC0,86.989998,31
ADC1,86.989998,205
ADC2,86.989998,-71
TWI_PRESSURE,86.989998,-0.129247
ADC0,87.040001,205
ADC1,87.040001,0
ADC2,87.040001,205
TWI_PRESSURE,87.040001,-0.129247
ADC0,87.089996,32
ADC1,87.089996,205
ADC2,87.089996,-71
TWI_PRESSURE,87.089996,-0.129247
ADC0,87.139999,205
ADC1,87.139999,0
ADC2,87.139999,205
TWI_PRESSURE,87.139999,-0.129247
ADC0,87.190002,32
ADC1,87.190002,205
ADC2,87.190002,-71
TWI_PRESSURE,87.190002,-0.129247
ADC0,87.239998,205
ADC1,87.239998,0
ADC2,87.239998,205
TWI_PRESSURE,87.239998,-0.129247
ADC0,87.290001,32
ADC1,87.290001,205
ADC2,87.290001,-71
TWI_PRESSURE,87.290001,-0.129247
ADC0,87.339996,205
ADC1,87.339996,0
ADC2,87.339996,205
TWI_PRESSURE,87.339996,-0.129247
ADC0,87.389999,32
ADC1,87.389999,205
ADC2,87.389999,-71
TWI_PRESSURE,87.389999,-0.129247
ADC0,87.440002,205
ADC1,87.440002,0
ADC2,87.440002,205
TWI_PRESSURE,87.440002,-0.129247
ADC0,87.489998,32
ADC1,87.489998,205
ADC2,87.489998,-71
TWI_PRESSURE,87.489998,-0.129247
ADC0,87.540001,205
ADC1,87.540001,0
ADC2,87.540001,205
TWI_PRESSURE,87.540001,-0.129247
